Volume ( ^3),Surface ( ^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. ( ),SD dist. to surf. ( ),Median dist. to surf. ( ),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
3,14,3,3,765,255,0,255,255,255,404.667,266.000,3.333,0.654,0.158,0.745,404.667,266.000,3.333,404,266,3,2,1,2
8,38,8,8,2040,255,0,255,255,255,461.000,272.000,3.500,1.184,0.335,1.118,461.000,272.000,3.500,460,271,3,3,3,2
2,12,2,2,510,255,0,255,255,255,388.500,275.000,3.500,0.707,0.000,0.707,388.500,275.000,3.500,388,275,3,2,1,2
7,28,7,7,1785,255,0,255,255,255,391.714,275.429,3.571,0.958,0.269,0.937,391.714,275.429,3.571,391,275,3,3,2,2
2,10,2,2,510,255,0,255,255,255,442.000,278.500,3.000,0.500,0.000,0.500,442.000,278.500,3.000,442,278,3,1,2,1
1,6,1,1,255,255,0,255,255,255,420.000,280.000,3.000,0.000,0.000,0.000,420.000,280.000,3.000,420,280,3,1,1,1
1,6,1,1,255,255,0,255,255,255,391.000,281.000,3.000,0.000,0.000,0.000,391.000,281.000,3.000,391,281,3,1,1,1
2,10,2,2,510,255,0,255,255,255,403.000,281.000,3.500,0.500,0.000,0.500,403.000,281.000,3.500,403,281,3,1,1,2
1,6,1,1,255,255,0,255,255,255,393.000,283.000,3.000,0.000,0.000,0.000,393.000,283.000,3.000,393,283,3,1,1,1
1,6,1,1,255,255,0,255,255,255,407.000,285.000,3.000,0.000,0.000,0.000,407.000,285.000,3.000,407,285,3,1,1,1
8,34,8,8,2040,255,0,255,255,255,412.125,287.125,3.625,1.254,0.387,1.243,412.125,287.125,3.625,411,286,3,3,3,3
1,6,1,1,255,255,0,255,255,255,457.000,286.000,3.000,0.000,0.000,0.000,457.000,286.000,3.000,457,286,3,1,1,1
1,6,1,1,255,255,0,255,255,255,392.000,287.000,3.000,0.000,0.000,0.000,392.000,287.000,3.000,392,287,3,1,1,1
3,14,3,3,765,255,0,255,255,255,389.000,288.333,3.667,0.654,0.158,0.745,389.000,288.333,3.667,389,288,3,1,2,2
5,24,5,5,1275,255,0,255,255,255,436.000,289.600,3.600,0.894,0.319,0.721,436.000,289.600,3.600,435,289,3,3,2,2
1,6,1,1,255,255,0,255,255,255,440.000,289.000,3.000,0.000,0.000,0.000,440.000,289.000,3.000,440,289,3,1,1,1
1,6,1,1,255,255,0,255,255,255,442.000,289.000,3.000,0.000,0.000,0.000,442.000,289.000,3.000,442,289,3,1,1,1
1,6,1,1,255,255,0,255,255,255,439.000,291.000,3.000,0.000,0.000,0.000,439.000,291.000,3.000,439,291,3,1,1,1
13,64,13,13,3315,255,0,255,255,255,431.000,292.000,4.538,1.788,0.800,1.513,431.000,292.000,4.538,429,291,3,5,3,6
8,36,8,8,2040,255,0,255,255,255,406.750,296.500,3.875,1.198,0.358,1.256,406.750,296.500,3.875,406,296,3,3,2,3
3,14,3,3,765,255,0,255,255,255,433.000,296.333,3.667,0.654,0.158,0.745,433.000,296.333,3.667,433,296,3,1,2,2
1,6,1,1,255,255,0,255,255,255,435.000,296.000,3.000,0.000,0.000,0.000,435.000,296.000,3.000,435,296,3,1,1,1
1,6,1,1,255,255,0,255,255,255,431.000,300.000,3.000,0.000,0.000,0.000,431.000,300.000,3.000,431,300,3,1,1,1
5,24,5,5,1275,255,0,255,255,255,438.800,300.000,3.800,0.980,0.448,1.131,438.800,300.000,3.800,438,300,3,3,1,3
4,18,4,4,1020,255,0,255,255,255,413.500,303.250,3.250,0.774,0.187,0.774,413.500,303.250,3.250,413,303,3,2,2,2
1,6,1,1,255,255,0,255,255,255,431.000,303.000,3.000,0.000,0.000,0.000,431.000,303.000,3.000,431,303,3,1,1,1
1,6,1,1,255,255,0,255,255,255,443.000,303.000,3.000,0.000,0.000,0.000,443.000,303.000,3.000,443,303,3,1,1,1
1,6,1,1,255,255,0,255,255,255,381.000,306.000,3.000,0.000,0.000,0.000,381.000,306.000,3.000,381,306,3,1,1,1
13,60,13,13,3315,255,0,255,255,255,332.769,310.231,5.077,2.201,1.176,1.931,332.769,310.231,5.077,329,308,3,8,4,5
1,6,1,1,255,255,0,255,255,255,347.000,312.000,3.000,0.000,0.000,0.000,347.000,312.000,3.000,347,312,3,1,1,1
13,62,13,13,3315,255,0,255,255,255,342.615,315.077,4.538,2.116,0.766,2.090,342.615,315.077,4.538,341,313,3,4,6,5
1,6,1,1,255,255,0,255,255,255,363.000,315.000,3.000,0.000,0.000,0.000,363.000,315.000,3.000,363,315,3,1,1,1
2,12,2,2,510,255,0,255,255,255,356.500,317.000,3.500,0.707,0.000,0.707,356.500,317.000,3.500,356,317,3,2,1,2
8,40,8,8,2040,255,0,255,255,255,323.625,321.875,3.875,1.454,0.623,1.340,323.625,321.875,3.875,323,320,3,2,4,4
4,18,4,4,1020,255,0,255,255,255,340.000,322.500,3.000,0.809,0.357,0.809,340.000,322.500,3.000,339,322,3,3,2,1
1,6,1,1,255,255,0,255,255,255,359.000,324.000,3.000,0.000,0.000,0.000,359.000,324.000,3.000,359,324,3,1,1,1
8,34,8,8,2040,255,0,255,255,255,348.375,327.375,4.000,1.366,0.635,1.286,348.375,327.375,4.000,346,327,3,5,2,3
1,6,1,1,255,255,0,255,255,255,324.000,331.000,3.000,0.000,0.000,0.000,324.000,331.000,3.000,324,331,3,1,1,1
1,6,1,1,255,255,0,255,255,255,412.000,257.000,4.000,0.000,0.000,0.000,412.000,257.000,4.000,412,257,4,1,1,1
1,6,1,1,255,255,0,255,255,255,431.000,272.000,4.000,0.000,0.000,0.000,431.000,272.000,4.000,431,272,4,1,1,1
1,6,1,1,255,255,0,255,255,255,384.000,273.000,4.000,0.000,0.000,0.000,384.000,273.000,4.000,384,273,4,1,1,1
1,6,1,1,255,255,0,255,255,255,388.000,273.000,4.000,0.000,0.000,0.000,388.000,273.000,4.000,388,273,4,1,1,1
1,6,1,1,255,255,0,255,255,255,429.000,273.000,4.000,0.000,0.000,0.000,429.000,273.000,4.000,429,273,4,1,1,1
1,6,1,1,255,255,0,255,255,255,416.000,277.000,4.000,0.000,0.000,0.000,416.000,277.000,4.000,416,277,4,1,1,1
1,6,1,1,255,255,0,255,255,255,401.000,282.000,4.000,0.000,0.000,0.000,401.000,282.000,4.000,401,282,4,1,1,1
4,22,4,4,1020,255,0,255,255,255,410.500,284.000,4.250,1.125,0.477,1.211,410.500,284.000,4.250,409,284,4,4,1,2
1,6,1,1,255,255,0,255,255,255,418.000,286.000,4.000,0.000,0.000,0.000,418.000,286.000,4.000,418,286,4,1,1,1
1,6,1,1,255,255,0,255,255,255,454.000,286.000,4.000,0.000,0.000,0.000,454.000,286.000,4.000,454,286,4,1,1,1
5,24,5,5,1275,255,0,255,255,255,446.000,291.400,4.200,1.128,0.641,1.095,446.000,291.400,4.200,445,290,4,3,4,2
1,6,1,1,255,255,0,255,255,255,383.000,292.000,4.000,0.000,0.000,0.000,383.000,292.000,4.000,383,292,4,1,1,1
2,12,2,2,510,255,0,255,255,255,441.500,292.500,4.000,0.707,0.000,0.707,441.500,292.500,4.000,441,292,4,2,2,1
1,6,1,1,255,255,0,255,255,255,409.000,294.000,4.000,0.000,0.000,0.000,409.000,294.000,4.000,409,294,4,1,1,1
3,16,3,3,765,255,0,255,255,255,412.000,294.000,4.333,0.863,0.465,1.054,412.000,294.000,4.333,411,294,4,3,1,2
1,6,1,1,255,255,0,255,255,255,439.000,294.000,4.000,0.000,0.000,0.000,439.000,294.000,4.000,439,294,4,1,1,1
1,6,1,1,255,255,0,255,255,255,401.000,297.000,4.000,0.000,0.000,0.000,401.000,297.000,4.000,401,297,4,1,1,1
1,6,1,1,255,255,0,255,255,255,398.000,298.000,4.000,0.000,0.000,0.000,398.000,298.000,4.000,398,298,4,1,1,1
3,14,3,3,765,255,0,255,255,255,435.000,298.333,4.333,0.654,0.158,0.745,435.000,298.333,4.333,435,298,4,1,2,2
1,6,1,1,255,255,0,255,255,255,439.000,298.000,4.000,0.000,0.000,0.000,439.000,298.000,4.000,439,298,4,1,1,1
3,14,3,3,765,255,0,255,255,255,442.000,298.667,4.333,0.654,0.158,0.745,442.000,298.667,4.333,442,298,4,1,2,2
2,10,2,2,510,255,0,255,255,255,433.000,299.000,4.500,0.500,0.000,0.500,433.000,299.000,4.500,433,299,4,1,1,2
2,10,2,2,510,255,0,255,255,255,343.500,300.000,4.000,0.500,0.000,0.500,343.500,300.000,4.000,343,300,4,2,1,1
2,10,2,2,510,255,0,255,255,255,405.500,301.000,4.000,0.500,0.000,0.500,405.500,301.000,4.000,405,301,4,2,1,1
3,16,3,3,765,255,0,255,255,255,411.000,301.667,4.000,0.863,0.465,1.054,411.000,301.667,4.000,410,301,4,3,2,1
1,6,1,1,255,255,0,255,255,255,332.000,304.000,4.000,0.000,0.000,0.000,332.000,304.000,4.000,332,304,4,1,1,1
3,16,3,3,765,255,0,255,255,255,432.000,305.000,4.333,0.863,0.465,1.054,432.000,305.000,4.333,431,305,4,3,1,2
1,6,1,1,255,255,0,255,255,255,343.000,307.000,4.000,0.000,0.000,0.000,343.000,307.000,4.000,343,307,4,1,1,1
1,6,1,1,255,255,0,255,255,255,323.000,312.000,4.000,0.000,0.000,0.000,323.000,312.000,4.000,323,312,4,1,1,1
1,6,1,1,255,255,0,255,255,255,332.000,313.000,4.000,0.000,0.000,0.000,332.000,313.000,4.000,332,313,4,1,1,1
3,14,3,3,765,255,0,255,255,255,337.000,313.000,5.000,0.667,0.577,1.000,337.000,313.000,5.000,337,313,4,1,1,3
2,10,2,2,510,255,0,255,255,255,340.000,314.500,4.000,0.500,0.000,0.500,340.000,314.500,4.000,340,314,4,1,2,1
1,6,1,1,255,255,0,255,255,255,324.000,316.000,4.000,0.000,0.000,0.000,324.000,316.000,4.000,324,316,4,1,1,1
1,6,1,1,255,255,0,255,255,255,351.000,325.000,4.000,0.000,0.000,0.000,351.000,325.000,4.000,351,325,4,1,1,1
5,24,5,5,1275,255,0,255,255,255,344.800,328.600,5.000,1.044,0.370,1.095,344.800,328.600,5.000,344,328,4,3,2,3
1,6,1,1,255,255,0,255,255,255,368.000,329.000,4.000,0.000,0.000,0.000,368.000,329.000,4.000,368,329,4,1,1,1
1,6,1,1,255,255,0,255,255,255,339.000,330.000,4.000,0.000,0.000,0.000,339.000,330.000,4.000,339,330,4,1,1,1
1,6,1,1,255,255,0,255,255,255,352.000,331.000,4.000,0.000,0.000,0.000,352.000,331.000,4.000,352,331,4,1,1,1
2,12,2,2,510,255,0,255,255,255,350.500,333.500,4.000,0.707,0.000,0.707,350.500,333.500,4.000,350,333,4,2,2,1
1,6,1,1,255,255,0,255,255,255,354.000,334.000,4.000,0.000,0.000,0.000,354.000,334.000,4.000,354,334,4,1,1,1
1,6,1,1,255,255,0,255,255,255,348.000,336.000,4.000,0.000,0.000,0.000,348.000,336.000,4.000,348,336,4,1,1,1
1,6,1,1,255,255,0,255,255,255,279.000,339.000,4.000,0.000,0.000,0.000,279.000,339.000,4.000,279,339,4,1,1,1
1,6,1,1,255,255,0,255,255,255,313.000,360.000,4.000,0.000,0.000,0.000,313.000,360.000,4.000,313,360,4,1,1,1
1,6,1,1,255,255,0,255,255,255,452.000,199.000,5.000,0.000,0.000,0.000,452.000,199.000,5.000,452,199,5,1,1,1
2,12,2,2,510,255,0,255,255,255,385.500,277.000,5.500,0.707,0.000,0.707,385.500,277.000,5.500,385,277,5,2,1,2
2,10,2,2,510,255,0,255,255,255,407.000,283.500,5.000,0.500,0.000,0.500,407.000,283.500,5.000,407,283,5,1,2,1
2,10,2,2,510,255,0,255,255,255,413.000,292.000,5.500,0.500,0.000,0.500,413.000,292.000,5.500,413,292,5,1,1,2
10,48,10,10,2550,255,0,255,255,255,429.100,297.600,6.700,1.631,0.556,1.620,429.100,297.600,6.700,428,297,5,3,4,5
1,6,1,1,255,255,0,255,255,255,429.000,302.000,5.000,0.000,0.000,0.000,429.000,302.000,5.000,429,302,5,1,1,1
2,10,2,2,510,255,0,255,255,255,333.000,309.000,5.500,0.500,0.000,0.500,333.000,309.000,5.500,333,309,5,1,1,2
5,30,5,5,1275,255,0,255,255,255,354.800,315.600,5.200,1.244,0.517,1.356,354.800,315.600,5.200,353,315,5,4,2,2
4,22,4,4,1020,255,0,255,255,255,360.750,316.250,6.250,1.370,0.499,1.365,360.750,316.250,6.250,360,315,5,3,3,3
1,6,1,1,255,255,0,255,255,255,349.000,318.000,5.000,0.000,0.000,0.000,349.000,318.000,5.000,349,318,5,1,1,1
1,6,1,1,255,255,0,255,255,255,349.000,323.000,5.000,0.000,0.000,0.000,349.000,323.000,5.000,349,323,5,1,1,1
2,12,2,2,510,255,0,255,255,255,353.500,325.500,5.500,0.866,0.000,0.866,353.500,325.500,5.500,353,325,5,2,2,2
1,6,1,1,255,255,0,255,255,255,321.000,327.000,5.000,0.000,0.000,0.000,321.000,327.000,5.000,321,327,5,1,1,1
1,6,1,1,255,255,0,255,255,255,343.000,332.000,5.000,0.000,0.000,0.000,343.000,332.000,5.000,343,332,5,1,1,1
1,6,1,1,255,255,0,255,255,255,520.000,204.000,6.000,0.000,0.000,0.000,520.000,204.000,6.000,520,204,6,1,1,1
1,6,1,1,255,255,0,255,255,255,413.000,255.000,6.000,0.000,0.000,0.000,413.000,255.000,6.000,413,255,6,1,1,1
1,6,1,1,255,255,0,255,255,255,403.000,263.000,6.000,0.000,0.000,0.000,403.000,263.000,6.000,403,263,6,1,1,1
1,6,1,1,255,255,0,255,255,255,441.000,271.000,6.000,0.000,0.000,0.000,441.000,271.000,6.000,441,271,6,1,1,1
2,12,2,2,510,255,0,255,255,255,386.500,272.500,6.000,0.707,0.000,0.707,386.500,272.500,6.000,386,272,6,2,2,1
3,18,3,3,765,255,0,255,255,255,390.333,273.000,6.333,0.989,0.448,1.247,390.333,273.000,6.333,390,272,6,2,3,2
1,6,1,1,255,255,0,255,255,255,396.000,276.000,6.000,0.000,0.000,0.000,396.000,276.000,6.000,396,276,6,1,1,1
2,10,2,2,510,255,0,255,255,255,383.000,277.000,6.500,0.500,0.000,0.500,383.000,277.000,6.500,383,277,6,1,1,2
22,98,22,22,5610,255,0,255,255,255,414.727,287.227,8.818,2.233,0.970,2.200,414.727,287.227,8.818,411,285,6,7,6,6
16,74,16,16,4080,255,0,255,255,255,397.750,291.875,7.688,1.876,0.508,1.833,397.750,291.875,7.688,396,289,6,5,5,4
1,6,1,1,255,255,0,255,255,255,438.000,292.000,6.000,0.000,0.000,0.000,438.000,292.000,6.000,438,292,6,1,1,1
3,14,3,3,765,255,0,255,255,255,408.667,294.000,6.667,0.654,0.158,0.745,408.667,294.000,6.667,408,294,6,2,1,2
1,6,1,1,255,255,0,255,255,255,413.000,298.000,6.000,0.000,0.000,0.000,413.000,298.000,6.000,413,298,6,1,1,1
1,6,1,1,255,255,0,255,255,255,402.000,299.000,6.000,0.000,0.000,0.000,402.000,299.000,6.000,402,299,6,1,1,1
1,6,1,1,255,255,0,255,255,255,420.000,301.000,6.000,0.000,0.000,0.000,420.000,301.000,6.000,420,301,6,1,1,1
2,12,2,2,510,255,0,255,255,255,424.000,300.500,6.500,0.707,0.000,0.707,424.000,300.500,6.500,424,300,6,1,2,2
10,50,10,10,2550,255,0,255,255,255,321.500,309.100,8.500,2.173,1.090,2.199,321.500,309.100,8.500,321,307,6,2,5,7
1,6,1,1,255,255,0,255,255,255,327.000,311.000,6.000,0.000,0.000,0.000,327.000,311.000,6.000,327,311,6,1,1,1
1,6,1,1,255,255,0,255,255,255,354.000,311.000,6.000,0.000,0.000,0.000,354.000,311.000,6.000,354,311,6,1,1,1
1,6,1,1,255,255,0,255,255,255,346.000,312.000,6.000,0.000,0.000,0.000,346.000,312.000,6.000,346,312,6,1,1,1
1,6,1,1,255,255,0,255,255,255,340.000,315.000,6.000,0.000,0.000,0.000,340.000,315.000,6.000,340,315,6,1,1,1
6,28,6,6,1530,255,0,255,255,255,337.667,316.833,6.667,1.079,0.319,1.188,337.667,316.833,6.667,337,316,6,3,3,2
1,6,1,1,255,255,0,255,255,255,318.000,317.000,6.000,0.000,0.000,0.000,318.000,317.000,6.000,318,317,6,1,1,1
1,6,1,1,255,255,0,255,255,255,363.000,321.000,6.000,0.000,0.000,0.000,363.000,321.000,6.000,363,321,6,1,1,1
9,38,9,9,2295,255,0,255,255,255,342.667,325.778,7.333,1.177,0.370,1.222,342.667,325.778,7.333,342,325,6,3,3,3
2,12,2,2,510,255,0,255,255,255,351.000,325.500,6.500,0.707,0.000,0.707,351.000,325.500,6.500,351,325,6,1,2,2
1,6,1,1,255,255,0,255,255,255,354.000,329.000,6.000,0.000,0.000,0.000,354.000,329.000,6.000,354,329,6,1,1,1
1,6,1,1,255,255,0,255,255,255,517.000,208.000,7.000,0.000,0.000,0.000,517.000,208.000,7.000,517,208,7,1,1,1
2,12,2,2,510,255,0,255,255,255,427.500,271.500,7.500,0.866,0.000,0.866,427.500,271.500,7.500,427,271,7,2,2,2
2,12,2,2,510,255,0,255,255,255,434.500,272.500,7.500,0.866,0.000,0.866,434.500,272.500,7.500,434,272,7,2,2,2
1,6,1,1,255,255,0,255,255,255,440.000,273.000,7.000,0.000,0.000,0.000,440.000,273.000,7.000,440,273,7,1,1,1
3,18,3,3,765,255,0,255,255,255,429.667,274.667,8.000,0.989,0.448,1.247,429.667,274.667,8.000,429,274,7,2,2,3
1,6,1,1,255,255,0,255,255,255,460.000,274.000,7.000,0.000,0.000,0.000,460.000,274.000,7.000,460,274,7,1,1,1
1,6,1,1,255,255,0,255,255,255,432.000,275.000,7.000,0.000,0.000,0.000,432.000,275.000,7.000,432,275,7,1,1,1
1,6,1,1,255,255,0,255,255,255,441.000,276.000,7.000,0.000,0.000,0.000,441.000,276.000,7.000,441,276,7,1,1,1
1,6,1,1,255,255,0,255,255,255,437.000,279.000,7.000,0.000,0.000,0.000,437.000,279.000,7.000,437,279,7,1,1,1
1,6,1,1,255,255,0,255,255,255,400.000,280.000,7.000,0.000,0.000,0.000,400.000,280.000,7.000,400,280,7,1,1,1
8,42,8,8,2040,255,0,255,255,255,429.875,281.375,7.750,1.341,0.515,1.261,429.875,281.375,7.750,429,280,7,3,4,3
10,50,10,10,2550,255,0,255,255,255,408.500,283.400,8.300,1.619,0.557,1.517,408.500,283.400,8.300,407,282,7,4,4,4
9,38,9,9,2295,255,0,255,255,255,411.222,286.556,7.667,1.398,0.725,1.165,411.222,286.556,7.667,411,285,7,2,5,3
1,6,1,1,255,255,0,255,255,255,427.000,286.000,7.000,0.000,0.000,0.000,427.000,286.000,7.000,427,286,7,1,1,1
1,6,1,1,255,255,0,255,255,255,429.000,286.000,7.000,0.000,0.000,0.000,429.000,286.000,7.000,429,286,7,1,1,1
1,6,1,1,255,255,0,255,255,255,451.000,287.000,7.000,0.000,0.000,0.000,451.000,287.000,7.000,451,287,7,1,1,1
3,14,3,3,765,255,0,255,255,255,445.333,290.667,7.000,0.654,0.158,0.745,445.333,290.667,7.000,445,290,7,2,2,1
1,6,1,1,255,255,0,255,255,255,408.000,291.000,7.000,0.000,0.000,0.000,408.000,291.000,7.000,408,291,7,1,1,1
1,6,1,1,255,255,0,255,255,255,440.000,292.000,7.000,0.000,0.000,0.000,440.000,292.000,7.000,440,292,7,1,1,1
29,138,29,29,7395,255,0,255,255,255,430.000,292.586,9.172,2.719,1.265,2.455,430.000,292.586,9.172,428,287,7,6,10,5
1,6,1,1,255,255,0,255,255,255,445.000,295.000,7.000,0.000,0.000,0.000,445.000,295.000,7.000,445,295,7,1,1,1
3,14,3,3,765,255,0,255,255,255,408.333,297.333,7.000,0.654,0.158,0.745,408.333,297.333,7.000,408,297,7,2,2,1
1,6,1,1,255,255,0,255,255,255,406.000,300.000,7.000,0.000,0.000,0.000,406.000,300.000,7.000,406,300,7,1,1,1
5,24,5,5,1275,255,0,255,255,255,409.600,301.000,8.000,0.943,0.435,1.077,409.600,301.000,8.000,409,300,7,2,3,3
2,10,2,2,510,255,0,255,255,255,429.000,302.000,7.500,0.500,0.000,0.500,429.000,302.000,7.500,429,302,7,1,1,2
8,42,8,8,2040,255,0,255,255,255,332.250,304.125,8.000,1.506,0.564,1.352,332.250,304.125,8.000,331,302,7,3,5,3
1,6,1,1,255,255,0,255,255,255,341.000,306.000,7.000,0.000,0.000,0.000,341.000,306.000,7.000,341,306,7,1,1,1
1,6,1,1,255,255,0,255,255,255,320.000,307.000,7.000,0.000,0.000,0.000,320.000,307.000,7.000,320,307,7,1,1,1
2,10,2,2,510,255,0,255,255,255,320.000,313.500,7.000,0.500,0.000,0.500,320.000,313.500,7.000,320,313,7,1,2,1
4,20,4,4,1020,255,0,255,255,255,346.250,315.000,7.750,1.124,0.385,1.124,346.250,315.000,7.750,345,315,7,3,1,3
3,16,3,3,765,255,0,255,255,255,358.667,315.333,7.667,0.798,0.212,0.817,358.667,315.333,7.667,358,315,7,2,2,2
2,12,2,2,510,255,0,255,255,255,351.000,315.500,7.500,0.707,0.000,0.707,351.000,315.500,7.500,351,315,7,1,2,2
2,10,2,2,510,255,0,255,255,255,349.000,317.000,7.500,0.500,0.000,0.500,349.000,317.000,7.500,349,317,7,1,1,2
1,6,1,1,255,255,0,255,255,255,352.000,329.000,7.000,0.000,0.000,0.000,352.000,329.000,7.000,352,329,7,1,1,1
2,10,2,2,510,255,0,255,255,255,272.000,331.000,7.500,0.500,0.000,0.500,272.000,331.000,7.500,272,331,7,1,1,2
2,10,2,2,510,255,0,255,255,255,307.000,336.500,7.000,0.500,0.000,0.500,307.000,336.500,7.000,307,336,7,1,2,1
1,6,1,1,255,255,0,255,255,255,520.000,202.000,8.000,0.000,0.000,0.000,520.000,202.000,8.000,520,202,8,1,1,1
1,6,1,1,255,255,0,255,255,255,501.000,229.000,8.000,0.000,0.000,0.000,501.000,229.000,8.000,501,229,8,1,1,1
1,6,1,1,255,255,0,255,255,255,499.000,243.000,8.000,0.000,0.000,0.000,499.000,243.000,8.000,499,243,8,1,1,1
1,6,1,1,255,255,0,255,255,255,481.000,265.000,8.000,0.000,0.000,0.000,481.000,265.000,8.000,481,265,8,1,1,1
2,10,2,2,510,255,0,255,255,255,428.500,269.000,8.000,0.500,0.000,0.500,428.500,269.000,8.000,428,269,8,2,1,1
1,6,1,1,255,255,0,255,255,255,388.000,270.000,8.000,0.000,0.000,0.000,388.000,270.000,8.000,388,270,8,1,1,1
2,10,2,2,510,255,0,255,255,255,385.000,271.500,8.000,0.500,0.000,0.500,385.000,271.500,8.000,385,271,8,1,2,1
1,6,1,1,255,255,0,255,255,255,396.000,273.000,8.000,0.000,0.000,0.000,396.000,273.000,8.000,396,273,8,1,1,1
2,12,2,2,510,255,0,255,255,255,383.500,274.500,8.000,0.707,0.000,0.707,383.500,274.500,8.000,383,274,8,2,2,1
3,18,3,3,765,255,0,255,255,255,399.667,277.000,8.667,1.051,0.094,1.106,399.667,277.000,8.667,399,276,8,2,3,2
2,10,2,2,510,255,0,255,255,255,406.000,278.500,8.000,0.500,0.000,0.500,406.000,278.500,8.000,406,278,8,1,2,1
7,32,7,7,1785,255,0,255,255,255,439.000,279.857,9.857,1.261,0.657,1.152,439.000,279.857,9.857,438,279,8,3,2,5
5,26,5,5,1275,255,0,255,255,255,445.800,286.600,9.600,1.362,0.693,1.470,445.800,286.600,9.600,445,285,8,2,4,4
1,6,1,1,255,255,0,255,255,255,420.000,286.000,8.000,0.000,0.000,0.000,420.000,286.000,8.000,420,286,8,1,1,1
1,6,1,1,255,255,0,255,255,255,402.000,287.000,8.000,0.000,0.000,0.000,402.000,287.000,8.000,402,287,8,1,1,1
2,10,2,2,510,255,0,255,255,255,409.000,288.500,8.000,0.500,0.000,0.500,409.000,288.500,8.000,409,288,8,1,2,1
1,6,1,1,255,255,0,255,255,255,394.000,290.000,8.000,0.000,0.000,0.000,394.000,290.000,8.000,394,290,8,1,1,1
1,6,1,1,255,255,0,255,255,255,389.000,292.000,8.000,0.000,0.000,0.000,389.000,292.000,8.000,389,292,8,1,1,1
1,6,1,1,255,255,0,255,255,255,403.000,294.000,8.000,0.000,0.000,0.000,403.000,294.000,8.000,403,294,8,1,1,1
1,6,1,1,255,255,0,255,255,255,418.000,294.000,8.000,0.000,0.000,0.000,418.000,294.000,8.000,418,294,8,1,1,1
1,6,1,1,255,255,0,255,255,255,406.000,295.000,8.000,0.000,0.000,0.000,406.000,295.000,8.000,406,295,8,1,1,1
1,6,1,1,255,255,0,255,255,255,399.000,297.000,8.000,0.000,0.000,0.000,399.000,297.000,8.000,399,297,8,1,1,1
2,10,2,2,510,255,0,255,255,255,401.000,297.000,8.500,0.500,0.000,0.500,401.000,297.000,8.500,401,297,8,1,1,2
1,6,1,1,255,255,0,255,255,255,413.000,298.000,8.000,0.000,0.000,0.000,413.000,298.000,8.000,413,298,8,1,1,1
1,6,1,1,255,255,0,255,255,255,333.000,299.000,8.000,0.000,0.000,0.000,333.000,299.000,8.000,333,299,8,1,1,1
1,6,1,1,255,255,0,255,255,255,442.000,299.000,8.000,0.000,0.000,0.000,442.000,299.000,8.000,442,299,8,1,1,1
2,10,2,2,510,255,0,255,255,255,388.000,300.500,8.000,0.500,0.000,0.500,388.000,300.500,8.000,388,300,8,1,2,1
1,6,1,1,255,255,0,255,255,255,394.000,301.000,8.000,0.000,0.000,0.000,394.000,301.000,8.000,394,301,8,1,1,1
4,20,4,4,1020,255,0,255,255,255,413.500,300.500,8.500,0.866,0.000,0.866,413.500,300.500,8.500,413,300,8,2,2,2
1,6,1,1,255,255,0,255,255,255,327.000,303.000,8.000,0.000,0.000,0.000,327.000,303.000,8.000,327,303,8,1,1,1
