Volume ( ^3),Surface ( ^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. ( ),SD dist. to surf. ( ),Median dist. to surf. ( ),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
12,50,12,12,3060,255,0,255,255,255,413.833,242.417,22.583,1.502,0.471,1.455,413.833,242.417,22.583,413,241,21,3,4,4
2,10,2,2,510,255,0,255,255,255,411.000,245.000,21.500,0.500,0.000,0.500,411.000,245.000,21.500,411,245,21,1,1,2
5,28,5,5,1275,255,0,255,255,255,406.400,250.400,21.600,1.276,0.604,1.039,406.400,250.400,21.600,406,249,21,2,4,3
9,40,9,9,2295,255,0,255,255,255,434.000,255.444,21.667,1.360,0.669,1.444,434.000,255.444,21.667,433,253,21,3,5,3
2,12,2,2,510,255,0,255,255,255,390.500,256.500,21.000,0.707,0.000,0.707,390.500,256.500,21.000,390,256,21,2,2,1
18,84,18,18,4590,255,0,255,255,255,463.389,258.944,23.611,1.970,0.752,1.787,463.389,258.944,23.611,460,258,21,7,4,5
6,22,6,6,1530,255,0,255,255,255,430.000,259.000,21.500,0.912,0.319,1.118,430.000,259.000,21.500,429,259,21,3,1,2
1,6,1,1,255,255,0,255,255,255,386.000,260.000,21.000,0.000,0.000,0.000,386.000,260.000,21.000,386,260,21,1,1,1
27,116,27,27,6885,255,0,255,255,255,422.259,261.259,23.481,3.043,1.127,2.880,422.259,261.259,23.481,419,258,21,8,7,7
63,300,63,63,16065,255,0,255,255,255,439.317,260.587,23.540,4.791,1.707,4.742,439.317,260.587,23.540,434,255,21,15,11,7
2,12,2,2,510,255,0,255,255,255,459.500,261.000,21.500,0.707,0.000,0.707,459.500,261.000,21.500,459,261,21,2,1,2
3,14,3,3,765,255,0,255,255,255,453.000,261.667,21.667,0.654,0.158,0.745,453.000,261.667,21.667,453,261,21,1,2,2
2,12,2,2,510,255,0,255,255,255,450.000,264.500,21.500,0.707,0.000,0.707,450.000,264.500,21.500,450,264,21,1,2,2
2,10,2,2,510,255,0,255,255,255,467.000,265.500,21.000,0.500,0.000,0.500,467.000,265.500,21.000,467,265,21,1,2,1
7,32,7,7,1785,255,0,255,255,255,425.143,267.143,21.857,1.150,0.469,1.221,425.143,267.143,21.857,424,266,21,3,3,3
1,6,1,1,255,255,0,255,255,255,438.000,266.000,21.000,0.000,0.000,0.000,438.000,266.000,21.000,438,266,21,1,1,1
2,10,2,2,510,255,0,255,255,255,458.000,266.000,21.500,0.500,0.000,0.500,458.000,266.000,21.500,458,266,21,1,1,2
2,12,2,2,510,255,0,255,255,255,464.500,266.000,21.500,0.707,0.000,0.707,464.500,266.000,21.500,464,266,21,2,1,2
1,6,1,1,255,255,0,255,255,255,454.000,267.000,21.000,0.000,0.000,0.000,454.000,267.000,21.000,454,267,21,1,1,1
7,38,7,7,1785,255,0,255,255,255,442.000,269.429,21.714,1.377,0.558,1.355,442.000,269.429,21.714,440,268,21,4,3,3
4,16,4,4,1020,255,0,255,255,255,421.500,269.500,21.000,0.707,0.000,0.707,421.500,269.500,21.000,421,269,21,2,2,1
1,6,1,1,255,255,0,255,255,255,418.000,271.000,21.000,0.000,0.000,0.000,418.000,271.000,21.000,418,271,21,1,1,1
1,6,1,1,255,255,0,255,255,255,431.000,271.000,21.000,0.000,0.000,0.000,431.000,271.000,21.000,431,271,21,1,1,1
8,38,8,8,2040,255,0,255,255,255,427.125,272.875,22.625,1.371,0.608,1.188,427.125,272.875,22.625,427,272,21,2,3,5
1,6,1,1,255,255,0,255,255,255,362.000,275.000,21.000,0.000,0.000,0.000,362.000,275.000,21.000,362,275,21,1,1,1
2,10,2,2,510,255,0,255,255,255,439.000,279.500,21.000,0.500,0.000,0.500,439.000,279.500,21.000,439,279,21,1,2,1
1,6,1,1,255,255,0,255,255,255,460.000,280.000,21.000,0.000,0.000,0.000,460.000,280.000,21.000,460,280,21,1,1,1
1,6,1,1,255,255,0,255,255,255,442.000,282.000,21.000,0.000,0.000,0.000,442.000,282.000,21.000,442,282,21,1,1,1
7,34,7,7,1785,255,0,255,255,255,416.143,284.286,21.286,1.187,0.556,1.020,416.143,284.286,21.286,415,283,21,3,4,2
1,6,1,1,255,255,0,255,255,255,444.000,285.000,21.000,0.000,0.000,0.000,444.000,285.000,21.000,444,285,21,1,1,1
1,6,1,1,255,255,0,255,255,255,342.000,286.000,21.000,0.000,0.000,0.000,342.000,286.000,21.000,342,286,21,1,1,1
1,6,1,1,255,255,0,255,255,255,343.000,288.000,21.000,0.000,0.000,0.000,343.000,288.000,21.000,343,288,21,1,1,1
4,22,4,4,1020,255,0,255,255,255,348.750,287.500,21.500,1.213,0.538,1.175,348.750,287.500,21.500,348,286,21,2,4,2
2,10,2,2,510,255,0,255,255,255,338.500,290.000,21.000,0.500,0.000,0.500,338.500,290.000,21.000,338,290,21,2,1,1
1,6,1,1,255,255,0,255,255,255,456.000,290.000,21.000,0.000,0.000,0.000,456.000,290.000,21.000,456,290,21,1,1,1
1,6,1,1,255,255,0,255,255,255,458.000,291.000,21.000,0.000,0.000,0.000,458.000,291.000,21.000,458,291,21,1,1,1
3,14,3,3,765,255,0,255,255,255,433.000,292.000,22.000,0.667,0.577,1.000,433.000,292.000,22.000,433,292,21,1,1,3
1,6,1,1,255,255,0,255,255,255,344.000,293.000,21.000,0.000,0.000,0.000,344.000,293.000,21.000,344,293,21,1,1,1
1,6,1,1,255,255,0,255,255,255,316.000,295.000,21.000,0.000,0.000,0.000,316.000,295.000,21.000,316,295,21,1,1,1
3,14,3,3,765,255,0,255,255,255,434.333,295.333,21.000,0.654,0.158,0.745,434.333,295.333,21.000,434,295,21,2,2,1
6,26,6,6,1530,255,0,255,255,255,349.167,300.667,22.000,1.313,0.603,1.338,349.167,300.667,22.000,348,300,21,4,2,3
1,6,1,1,255,255,0,255,255,255,436.000,301.000,21.000,0.000,0.000,0.000,436.000,301.000,21.000,436,301,21,1,1,1
2,10,2,2,510,255,0,255,255,255,359.000,303.000,21.500,0.500,0.000,0.500,359.000,303.000,21.500,359,303,21,1,1,2
3,14,3,3,765,255,0,255,255,255,352.333,304.000,21.333,0.654,0.158,0.745,352.333,304.000,21.333,352,304,21,2,1,2
1,6,1,1,255,255,0,255,255,255,344.000,306.000,21.000,0.000,0.000,0.000,344.000,306.000,21.000,344,306,21,1,1,1
1,6,1,1,255,255,0,255,255,255,347.000,306.000,21.000,0.000,0.000,0.000,347.000,306.000,21.000,347,306,21,1,1,1
3,16,3,3,765,255,0,255,255,255,405.000,307.000,21.667,0.863,0.465,1.054,405.000,307.000,21.667,404,307,21,3,1,2
5,26,5,5,1275,255,0,255,255,255,351.600,308.200,21.200,1.072,0.513,1.020,351.600,308.200,21.200,351,307,21,3,3,2
1,6,1,1,255,255,0,255,255,255,336.000,309.000,21.000,0.000,0.000,0.000,336.000,309.000,21.000,336,309,21,1,1,1
2,10,2,2,510,255,0,255,255,255,352.500,317.000,21.000,0.500,0.000,0.500,352.500,317.000,21.000,352,317,21,2,1,1
1,6,1,1,255,255,0,255,255,255,385.000,318.000,21.000,0.000,0.000,0.000,385.000,318.000,21.000,385,318,21,1,1,1
2,12,2,2,510,255,0,255,255,255,285.500,340.500,21.500,0.866,0.000,0.866,285.500,340.500,21.500,285,340,21,2,2,2
1,6,1,1,255,255,0,255,255,255,584.000,160.000,22.000,0.000,0.000,0.000,584.000,160.000,22.000,584,160,22,1,1,1
5,28,5,5,1275,255,0,255,255,255,543.400,220.000,22.800,1.550,0.705,1.673,543.400,220.000,22.800,543,218,22,2,5,3
1,6,1,1,255,255,0,255,255,255,423.000,237.000,22.000,0.000,0.000,0.000,423.000,237.000,22.000,423,237,22,1,1,1
13,64,13,13,3315,255,0,255,255,255,439.692,251.846,23.769,1.847,0.730,1.824,439.692,251.846,23.769,439,250,22,3,6,4
2,12,2,2,510,255,0,255,255,255,384.000,252.500,22.500,0.707,0.000,0.707,384.000,252.500,22.500,384,252,22,1,2,2
2,10,2,2,510,255,0,255,255,255,444.000,253.500,22.000,0.500,0.000,0.500,444.000,253.500,22.000,444,253,22,1,2,1
1,6,1,1,255,255,0,255,255,255,375.000,255.000,22.000,0.000,0.000,0.000,375.000,255.000,22.000,375,255,22,1,1,1
3,14,3,3,765,255,0,255,255,255,400.333,255.000,22.667,0.654,0.158,0.745,400.333,255.000,22.667,400,255,22,2,1,2
1,6,1,1,255,255,0,255,255,255,436.000,255.000,22.000,0.000,0.000,0.000,436.000,255.000,22.000,436,255,22,1,1,1
5,24,5,5,1275,255,0,255,255,255,465.600,255.400,23.000,1.038,0.503,0.849,465.600,255.400,23.000,465,255,22,3,2,3
2,12,2,2,510,255,0,255,255,255,376.500,256.500,22.500,0.866,0.000,0.866,376.500,256.500,22.500,376,256,22,2,2,2
1,6,1,1,255,255,0,255,255,255,430.000,257.000,22.000,0.000,0.000,0.000,430.000,257.000,22.000,430,257,22,1,1,1
3,18,3,3,765,255,0,255,255,255,451.000,257.000,22.333,1.117,0.681,1.453,451.000,257.000,22.333,450,256,22,3,3,2
2,10,2,2,510,255,0,255,255,255,459.000,258.000,22.500,0.500,0.000,0.500,459.000,258.000,22.500,459,258,22,1,1,2
1,6,1,1,255,255,0,255,255,255,456.000,259.000,22.000,0.000,0.000,0.000,456.000,259.000,22.000,456,259,22,1,1,1
1,6,1,1,255,255,0,255,255,255,450.000,260.000,22.000,0.000,0.000,0.000,450.000,260.000,22.000,450,260,22,1,1,1
1,6,1,1,255,255,0,255,255,255,469.000,260.000,22.000,0.000,0.000,0.000,469.000,260.000,22.000,469,260,22,1,1,1
3,16,3,3,765,255,0,255,255,255,456.667,261.333,22.333,0.798,0.212,0.817,456.667,261.333,22.333,456,261,22,2,2,2
6,26,6,6,1530,255,0,255,255,255,382.833,261.500,22.667,0.936,0.287,0.939,382.833,261.500,22.667,382,261,22,3,2,2
3,14,3,3,765,255,0,255,255,255,417.333,263.333,22.000,0.654,0.158,0.745,417.333,263.333,22.000,417,263,22,2,2,1
2,10,2,2,510,255,0,255,255,255,429.500,263.000,22.000,0.500,0.000,0.500,429.500,263.000,22.000,429,263,22,2,1,1
2,12,2,2,510,255,0,255,255,255,465.500,263.500,22.500,0.866,0.000,0.866,465.500,263.500,22.500,465,263,22,2,2,2
1,6,1,1,255,255,0,255,255,255,489.000,263.000,22.000,0.000,0.000,0.000,489.000,263.000,22.000,489,263,22,1,1,1
3,16,3,3,765,255,0,255,255,255,439.000,264.667,23.000,0.863,0.465,1.054,439.000,264.667,23.000,439,264,22,1,2,3
2,10,2,2,510,255,0,255,255,255,445.000,264.500,22.000,0.500,0.000,0.500,445.000,264.500,22.000,445,264,22,1,2,1
1,6,1,1,255,255,0,255,255,255,452.000,264.000,22.000,0.000,0.000,0.000,452.000,264.000,22.000,452,264,22,1,1,1
3,18,3,3,765,255,0,255,255,255,461.333,265.000,22.000,0.925,0.224,1.054,461.333,265.000,22.000,461,264,22,2,3,1
1,6,1,1,255,255,0,255,255,255,448.000,265.000,22.000,0.000,0.000,0.000,448.000,265.000,22.000,448,265,22,1,1,1
2,10,2,2,510,255,0,255,255,255,452.000,266.000,22.500,0.500,0.000,0.500,452.000,266.000,22.500,452,266,22,1,1,2
4,18,4,4,1020,255,0,255,255,255,396.750,268.000,22.000,0.765,0.368,0.890,396.750,268.000,22.000,396,267,22,2,3,1
4,18,4,4,1020,255,0,255,255,255,394.000,268.000,23.500,1.000,0.577,1.000,394.000,268.000,23.500,394,268,22,1,1,4
4,18,4,4,1020,255,0,255,255,255,400.750,268.250,22.750,0.730,0.198,0.829,400.750,268.250,22.750,400,268,22,2,2,2
1,6,1,1,255,255,0,255,255,255,435.000,268.000,22.000,0.000,0.000,0.000,435.000,268.000,22.000,435,268,22,1,1,1
1,6,1,1,255,255,0,255,255,255,448.000,268.000,22.000,0.000,0.000,0.000,448.000,268.000,22.000,448,268,22,1,1,1
1,6,1,1,255,255,0,255,255,255,377.000,269.000,22.000,0.000,0.000,0.000,377.000,269.000,22.000,377,269,22,1,1,1
2,10,2,2,510,255,0,255,255,255,426.500,270.000,22.000,0.500,0.000,0.500,426.500,270.000,22.000,426,270,22,2,1,1
1,6,1,1,255,255,0,255,255,255,364.000,271.000,22.000,0.000,0.000,0.000,364.000,271.000,22.000,364,271,22,1,1,1
1,6,1,1,255,255,0,255,255,255,470.000,275.000,22.000,0.000,0.000,0.000,470.000,275.000,22.000,470,275,22,1,1,1
1,6,1,1,255,255,0,255,255,255,473.000,275.000,22.000,0.000,0.000,0.000,473.000,275.000,22.000,473,275,22,1,1,1
3,16,3,3,765,255,0,255,255,255,423.333,276.333,22.667,0.798,0.212,0.816,423.333,276.333,22.667,423,276,22,2,2,2
1,6,1,1,255,255,0,255,255,255,434.000,278.000,22.000,0.000,0.000,0.000,434.000,278.000,22.000,434,278,22,1,1,1
2,10,2,2,510,255,0,255,255,255,424.500,280.000,22.000,0.500,0.000,0.500,424.500,280.000,22.000,424,280,22,2,1,1
6,30,6,6,1530,255,0,255,255,255,429.333,280.333,22.833,1.201,0.410,1.321,429.333,280.333,22.833,428,280,22,3,2,3
1,6,1,1,255,255,0,255,255,255,444.000,281.000,22.000,0.000,0.000,0.000,444.000,281.000,22.000,444,281,22,1,1,1
1,6,1,1,255,255,0,255,255,255,445.000,283.000,22.000,0.000,0.000,0.000,445.000,283.000,22.000,445,283,22,1,1,1
1,6,1,1,255,255,0,255,255,255,453.000,283.000,22.000,0.000,0.000,0.000,453.000,283.000,22.000,453,283,22,1,1,1
1,6,1,1,255,255,0,255,255,255,344.000,286.000,22.000,0.000,0.000,0.000,344.000,286.000,22.000,344,286,22,1,1,1
1,6,1,1,255,255,0,255,255,255,423.000,287.000,22.000,0.000,0.000,0.000,423.000,287.000,22.000,423,287,22,1,1,1
2,12,2,2,510,255,0,255,255,255,351.000,288.500,22.500,0.707,0.000,0.707,351.000,288.500,22.500,351,288,22,1,2,2
4,18,4,4,1020,255,0,255,255,255,438.750,292.250,22.000,0.870,0.397,0.926,438.750,292.250,22.000,438,291,22,2,3,1
1,6,1,1,255,255,0,255,255,255,335.000,298.000,22.000,0.000,0.000,0.000,335.000,298.000,22.000,335,298,22,1,1,1
1,6,1,1,255,255,0,255,255,255,360.000,298.000,22.000,0.000,0.000,0.000,360.000,298.000,22.000,360,298,22,1,1,1
1,6,1,1,255,255,0,255,255,255,339.000,301.000,22.000,0.000,0.000,0.000,339.000,301.000,22.000,339,301,22,1,1,1
2,10,2,2,510,255,0,255,255,255,323.000,302.500,22.000,0.500,0.000,0.500,323.000,302.500,22.000,323,302,22,1,2,1
7,34,7,7,1785,255,0,255,255,255,354.714,301.571,23.286,1.478,0.460,1.532,354.714,301.571,23.286,353,301,22,4,2,3
2,10,2,2,510,255,0,255,255,255,346.500,303.000,22.000,0.500,0.000,0.500,346.500,303.000,22.000,346,303,22,2,1,1
1,6,1,1,255,255,0,255,255,255,339.000,304.000,22.000,0.000,0.000,0.000,339.000,304.000,22.000,339,304,22,1,1,1
1,6,1,1,255,255,0,255,255,255,398.000,311.000,22.000,0.000,0.000,0.000,398.000,311.000,22.000,398,311,22,1,1,1
1,6,1,1,255,255,0,255,255,255,366.000,318.000,22.000,0.000,0.000,0.000,366.000,318.000,22.000,366,318,22,1,1,1
2,12,2,2,510,255,0,255,255,255,613.500,98.500,23.000,0.707,0.000,0.707,613.500,98.500,23.000,613,98,23,2,2,1
1,6,1,1,255,255,0,255,255,255,593.000,146.000,23.000,0.000,0.000,0.000,593.000,146.000,23.000,593,146,23,1,1,1
2,12,2,2,510,255,0,255,255,255,574.500,175.500,23.500,0.866,0.000,0.866,574.500,175.500,23.500,574,175,23,2,2,2
1,6,1,1,255,255,0,255,255,255,529.000,221.000,23.000,0.000,0.000,0.000,529.000,221.000,23.000,529,221,23,1,1,1
3,14,3,3,765,255,0,255,255,255,413.333,236.000,23.667,0.654,0.158,0.745,413.333,236.000,23.667,413,236,23,2,1,2
1,6,1,1,255,255,0,255,255,255,425.000,238.000,23.000,0.000,0.000,0.000,425.000,238.000,23.000,425,238,23,1,1,1
1,6,1,1,255,255,0,255,255,255,409.000,246.000,23.000,0.000,0.000,0.000,409.000,246.000,23.000,409,246,23,1,1,1
17,84,17,17,4335,255,0,255,255,255,428.353,248.176,26.294,2.128,0.897,2.171,428.353,248.176,26.294,427,245,23,5,5,6
1,6,1,1,255,255,0,255,255,255,450.000,249.000,23.000,0.000,0.000,0.000,450.000,249.000,23.000,450,249,23,1,1,1
1,6,1,1,255,255,0,255,255,255,478.000,252.000,23.000,0.000,0.000,0.000,478.000,252.000,23.000,478,252,23,1,1,1
2,12,2,2,510,255,0,255,255,255,466.500,252.500,23.500,0.866,0.000,0.866,466.500,252.500,23.500,466,252,23,2,2,2
3,14,3,3,765,255,0,255,255,255,469.000,256.000,23.000,0.667,0.577,1.000,469.000,256.000,23.000,469,255,23,1,3,1
2,10,2,2,510,255,0,255,255,255,391.000,256.500,23.000,0.500,0.000,0.500,391.000,256.500,23.000,391,256,23,1,2,1
1,6,1,1,255,255,0,255,255,255,472.000,259.000,23.000,0.000,0.000,0.000,472.000,259.000,23.000,472,259,23,1,1,1
1,6,1,1,255,255,0,255,255,255,380.000,262.000,23.000,0.000,0.000,0.000,380.000,262.000,23.000,380,262,23,1,1,1
1,6,1,1,255,255,0,255,255,255,469.000,262.000,23.000,0.000,0.000,0.000,469.000,262.000,23.000,469,262,23,1,1,1
16,72,16,16,4080,255,0,255,255,255,406.750,262.500,25.375,1.895,0.596,1.784,406.750,262.500,25.375,405,261,23,5,5,5
3,14,3,3,765,255,0,255,255,255,411.667,264.000,23.333,0.654,0.158,0.745,411.667,264.000,23.333,411,264,23,2,1,2
5,26,5,5,1275,255,0,255,255,255,413.600,265.600,23.200,1.135,0.436,0.980,413.600,265.600,23.200,412,265,23,4,2,2
11,52,11,11,2805,255,0,255,255,255,418.818,263.818,25.545,2.086,1.007,1.859,418.818,263.818,25.545,416,263,23,6,3,6
1,6,1,1,255,255,0,255,255,255,441.000,265.000,23.000,0.000,0.000,0.000,441.000,265.000,23.000,441,265,23,1,1,1
3,18,3,3,765,255,0,255,255,255,385.333,265.000,23.667,0.989,0.448,1.247,385.333,265.000,23.667,385,264,23,2,3,2
1,6,1,1,255,255,0,255,255,255,437.000,267.000,23.000,0.000,0.000,0.000,437.000,267.000,23.000,437,267,23,1,1,1
8,38,8,8,2040,255,0,255,255,255,406.250,270.750,24.000,1.422,0.634,1.613,406.250,270.750,24.000,405,269,23,3,4,3
1,6,1,1,255,255,0,255,255,255,474.000,272.000,23.000,0.000,0.000,0.000,474.000,272.000,23.000,474,272,23,1,1,1
1,6,1,1,255,255,0,255,255,255,389.000,273.000,23.000,0.000,0.000,0.000,389.000,273.000,23.000,389,273,23,1,1,1
1,6,1,1,255,255,0,255,255,255,418.000,273.000,23.000,0.000,0.000,0.000,418.000,273.000,23.000,418,273,23,1,1,1
9,44,9,9,2295,255,0,255,255,255,456.333,272.889,23.667,1.509,0.546,1.338,456.333,272.889,23.667,455,271,23,4,5,2
3,14,3,3,765,255,0,255,255,255,424.000,274.000,24.000,0.667,0.577,1.000,424.000,274.000,24.000,424,274,23,1,1,3
2,12,2,2,510,255,0,255,255,255,444.000,274.500,23.500,0.707,0.000,0.707,444.000,274.500,23.500,444,274,23,1,2,2
2,10,2,2,510,255,0,255,255,255,360.500,276.000,23.000,0.500,0.000,0.500,360.500,276.000,23.000,360,276,23,2,1,1
1,6,1,1,255,255,0,255,255,255,393.000,276.000,23.000,0.000,0.000,0.000,393.000,276.000,23.000,393,276,23,1,1,1
1,6,1,1,255,255,0,255,255,255,475.000,276.000,23.000,0.000,0.000,0.000,475.000,276.000,23.000,475,276,23,1,1,1
3,14,3,3,765,255,0,255,255,255,478.000,279.333,23.667,0.654,0.158,0.745,478.000,279.333,23.667,478,279,23,1,2,2
8,38,8,8,2040,255,0,255,255,255,432.000,285.000,23.750,1.503,0.699,1.436,432.000,285.000,23.750,431,283,23,3,5,2
3,18,3,3,765,255,0,255,255,255,463.000,282.000,23.667,1.117,0.681,1.453,463.000,282.000,23.667,462,281,23,3,3,2
1,6,1,1,255,255,0,255,255,255,430.000,287.000,23.000,0.000,0.000,0.000,430.000,287.000,23.000,430,287,23,1,1,1
1,6,1,1,255,255,0,255,255,255,442.000,292.000,23.000,0.000,0.000,0.000,442.000,292.000,23.000,442,292,23,1,1,1
1,6,1,1,255,255,0,255,255,255,428.000,295.000,23.000,0.000,0.000,0.000,428.000,295.000,23.000,428,295,23,1,1,1
1,6,1,1,255,255,0,255,255,255,352.000,296.000,23.000,0.000,0.000,0.000,352.000,296.000,23.000,352,296,23,1,1,1
2,10,2,2,510,255,0,255,255,255,318.500,298.000,23.000,0.500,0.000,0.500,318.500,298.000,23.000,318,298,23,2,1,1
2,10,2,2,510,255,0,255,255,255,325.000,299.500,23.000,0.500,0.000,0.500,325.000,299.500,23.000,325,299,23,1,2,1
1,6,1,1,255,255,0,255,255,255,333.000,305.000,23.000,0.000,0.000,0.000,333.000,305.000,23.000,333,305,23,1,1,1
2,10,2,2,510,255,0,255,255,255,347.500,306.000,23.000,0.500,0.000,0.500,347.500,306.000,23.000,347,306,23,2,1,1
33,148,33,33,8415,255,0,255,255,255,358.727,303.939,25.818,3.206,1.641,3.063,358.727,303.939,25.818,353,300,23,13,9,6
2,10,2,2,510,255,0,255,255,255,349.000,308.000,23.500,0.500,0.000,0.500,349.000,308.000,23.500,349,308,23,1,1,2
1,6,1,1,255,255,0,255,255,255,351.000,309.000,23.000,0.000,0.000,0.000,351.000,309.000,23.000,351,309,23,1,1,1
2,10,2,2,510,255,0,255,255,255,353.500,309.000,23.000,0.500,0.000,0.500,353.500,309.000,23.000,353,309,23,2,1,1
1,6,1,1,255,255,0,255,255,255,361.000,312.000,23.000,0.000,0.000,0.000,361.000,312.000,23.000,361,312,23,1,1,1
1,6,1,1,255,255,0,255,255,255,387.000,312.000,23.000,0.000,0.000,0.000,387.000,312.000,23.000,387,312,23,1,1,1
2,10,2,2,510,255,0,255,255,255,348.500,314.000,23.000,0.500,0.000,0.500,348.500,314.000,23.000,348,314,23,2,1,1
4,22,4,4,1020,255,0,255,255,255,379.000,314.750,23.000,1.070,0.237,1.140,379.000,314.750,23.000,378,314,23,3,3,1
1,6,1,1,255,255,0,255,255,255,604.000,115.000,24.000,0.000,0.000,0.000,604.000,115.000,24.000,604,115,24,1,1,1
1,6,1,1,255,255,0,255,255,255,606.000,118.000,24.000,0.000,0.000,0.000,606.000,118.000,24.000,606,118,24,1,1,1
1,6,1,1,255,255,0,255,255,255,592.000,142.000,24.000,0.000,0.000,0.000,592.000,142.000,24.000,592,142,24,1,1,1
1,6,1,1,255,255,0,255,255,255,572.000,175.000,24.000,0.000,0.000,0.000,572.000,175.000,24.000,572,175,24,1,1,1
1,6,1,1,255,255,0,255,255,255,565.000,189.000,24.000,0.000,0.000,0.000,565.000,189.000,24.000,565,189,24,1,1,1
2,10,2,2,510,255,0,255,255,255,532.000,219.000,24.500,0.500,0.000,0.500,532.000,219.000,24.500,532,219,24,1,1,2
1,6,1,1,255,255,0,255,255,255,547.000,220.000,24.000,0.000,0.000,0.000,547.000,220.000,24.000,547,220,24,1,1,1
1,6,1,1,255,255,0,255,255,255,518.000,236.000,24.000,0.000,0.000,0.000,518.000,236.000,24.000,518,236,24,1,1,1
9,42,9,9,2295,255,0,255,255,255,421.778,240.667,26.889,1.828,0.892,2.149,421.778,240.667,26.889,420,239,24,4,3,6
1,6,1,1,255,255,0,255,255,255,406.000,245.000,24.000,0.000,0.000,0.000,406.000,245.000,24.000,406,245,24,1,1,1
3,14,3,3,765,255,0,255,255,255,420.000,245.667,24.667,0.654,0.158,0.745,420.000,245.667,24.667,420,245,24,1,2,2
4,24,4,4,1020,255,0,255,255,255,377.500,249.500,24.500,1.523,0.758,1.523,377.500,249.500,24.500,376,248,24,4,4,2
2,10,2,2,510,255,0,255,255,255,411.000,248.000,24.500,0.500,0.000,0.500,411.000,248.000,24.500,411,248,24,1,1,2
2,10,2,2,510,255,0,255,255,255,436.000,248.000,24.500,0.500,0.000,0.500,436.000,248.000,24.500,436,248,24,1,1,2
1,6,1,1,255,255,0,255,255,255,471.000,248.000,24.000,0.000,0.000,0.000,471.000,248.000,24.000,471,248,24,1,1,1
58,250,58,58,14790,255,0,255,255,255,412.948,251.828,27.983,3.894,1.741,3.796,412.948,251.828,27.983,408,248,24,11,10,10
16,78,16,16,4080,255,0,255,255,255,446.938,254.062,26.000,2.414,0.989,2.293,446.938,254.062,26.000,444,251,24,6,7,5
4,18,4,4,1020,255,0,255,255,255,399.750,252.250,24.250,0.730,0.198,0.829,399.750,252.250,24.250,399,252,24,2,2,2
1,6,1,1,255,255,0,255,255,255,378.000,253.000,24.000,0.000,0.000,0.000,378.000,253.000,24.000,378,253,24,1,1,1
1,6,1,1,255,255,0,255,255,255,415.000,253.000,24.000,0.000,0.000,0.000,415.000,253.000,24.000,415,253,24,1,1,1
8,32,8,8,2040,255,0,255,255,255,435.500,253.750,24.250,1.196,0.471,1.238,435.500,253.750,24.250,434,253,24,4,2,2
1,6,1,1,255,255,0,255,255,255,471.000,253.000,24.000,0.000,0.000,0.000,471.000,253.000,24.000,471,253,24,1,1,1
1,6,1,1,255,255,0,255,255,255,476.000,253.000,24.000,0.000,0.000,0.000,476.000,253.000,24.000,476,253,24,1,1,1
3,14,3,3,765,255,0,255,255,255,417.667,254.000,24.667,0.654,0.158,0.745,417.667,254.000,24.667,417,254,24,2,1,2
3,14,3,3,765,255,0,255,255,255,442.000,253.667,24.667,0.654,0.158,0.745,442.000,253.667,24.667,442,253,24,1,2,2
1,6,1,1,255,255,0,255,255,255,379.000,256.000,24.000,0.000,0.000,0.000,379.000,256.000,24.000,379,256,24,1,1,1
1,6,1,1,255,255,0,255,255,255,395.000,256.000,24.000,0.000,0.000,0.000,395.000,256.000,24.000,395,256,24,1,1,1
1,6,1,1,255,255,0,255,255,255,423.000,256.000,24.000,0.000,0.000,0.000,423.000,256.000,24.000,423,256,24,1,1,1
1,6,1,1,255,255,0,255,255,255,440.000,256.000,24.000,0.000,0.000,0.000,440.000,256.000,24.000,440,256,24,1,1,1
2,10,2,2,510,255,0,255,255,255,447.000,256.500,24.000,0.500,0.000,0.500,447.000,256.500,24.000,447,256,24,1,2,1
3,14,3,3,765,255,0,255,255,255,419.667,257.000,24.333,0.654,0.158,0.745,419.667,257.000,24.333,419,257,24,2,1,2
3,14,3,3,765,255,0,255,255,255,380.333,259.000,24.333,0.654,0.158,0.745,380.333,259.000,24.333,380,259,24,2,1,2
3,16,3,3,765,255,0,255,255,255,439.000,260.667,24.667,0.984,0.464,1.106,439.000,260.667,24.667,438,260,24,3,2,2
3,14,3,3,765,255,0,255,255,255,449.667,260.333,24.000,0.654,0.158,0.745,449.667,260.333,24.000,449,260,24,2,2,1
1,6,1,1,255,255,0,255,255,255,393.000,261.000,24.000,0.000,0.000,0.000,393.000,261.000,24.000,393,261,24,1,1,1
2,12,2,2,510,255,0,255,255,255,418.500,261.500,24.000,0.707,0.000,0.707,418.500,261.500,24.000,418,261,24,2,2,1
1,6,1,1,255,255,0,255,255,255,375.000,263.000,24.000,0.000,0.000,0.000,375.000,263.000,24.000,375,263,24,1,1,1
1,6,1,1,255,255,0,255,255,255,430.000,263.000,24.000,0.000,0.000,0.000,430.000,263.000,24.000,430,263,24,1,1,1
2,10,2,2,510,255,0,255,255,255,409.000,264.500,24.000,0.500,0.000,0.500,409.000,264.500,24.000,409,264,24,1,2,1
1,6,1,1,255,255,0,255,255,255,432.000,264.000,24.000,0.000,0.000,0.000,432.000,264.000,24.000,432,264,24,1,1,1
